date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue
2020-01-17,DuckDuckGo,organic,Не определено,Десктоп,no,no,1,2,0,0,0,0,0
2020-05-25,other,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-07-07,opmcpa,cpa,Не определено,Мобайл,no,no,3,1,0,0,0,0,0
2020-06-10,google,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-01-06,bing,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-02-01,vk,social,Не определено,Не определено,no,no,4,1,0,0,0,0,0
2020-08-09,newsletter,email,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-02-20,other,cpc,Не определено,Мобайл,no,yes,2,1,0,0,0,0,0
2020-06-24,admitad,cpa,Не определено,Не определено,yes,no,2,19,0,0,0,0,0
2020-06-08,cityads,cpa,Не определено,Не определено,yes,no,0,5,0,0,0,0,0
2020-03-04,google,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-01-30,google,organic,Не определено,Не определено,yes,yes,2,2,0,0,0,0,0
2020-08-04,admitad,cpa,Доставки нет,Мобайл,yes,no,8,1,0,0,2,1,1198
2020-09-10,other,email,Не определено,Мобайл,yes,no,1,1,0,0,0,0,0
2020-07-08,admitad,cpa,Доставки нет,Мобайл,yes,no,3,1,0,0,3,1,1919
2020-09-22,cityads,cpa,Доставка есть,Десктоп,yes,no,11,3,0,0,0,0,0
2020-09-29,mytarget,organic,Не определено,Десктоп,yes,no,3,2,0,0,0,0,0
2020-03-19,admitad,cpa,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-07-04,promo,email,Не определено,Не определено,no,no,0,2,0,0,0,2,1697
2020-07-09,other,organic,Не определено,Десктоп,yes,no,2,2,0,0,0,0,0
2020-05-23,other,organic,Не определено,Десктоп,yes,no,3,1,0,0,0,0,0
2020-03-17,yandex,organic,Не определено,Не определено,yes,yes,2,2,0,0,0,0,0
2020-03-19,google,organic,Не определено,Не определено,yes,yes,0,1,0,0,0,0,0
2020-09-21,other,organic,Не определено,Мобайл,yes,no,9,1,0,0,0,0,0
2020-03-11,bing,organic,Не определено,Мобайл,no,no,4,2,0,0,0,0,0
2020-07-02,eLama,cpc,Не определено,Не определено,no,no,2,1,0,0,0,0,0
2020-01-13,opmcpa,cpa,Не определено,Мобайл,yes,no,1,1,0,0,0,0,0
2020-06-30,DuckDuckGo,organic,Доставка есть,Мобайл,yes,no,3,1,0,0,5,1,815
2020-05-07,eLama,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-09-06,newsletter,email,Доставка есть,Десктоп,no,no,4,1,0,0,3,0,0
2020-09-15,admitad,cpa,Доставка есть,Десктоп,no,yes,4,1,0,0,0,0,0
2020-01-06,instagram,cpc,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-01-13,eLama,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-04-24,vk,social,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-02-12,cityads,cpa,Не определено,Мобайл,yes,yes,7,1,0,0,0,0,0
2020-07-27,vk,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-06-09,other,cpc,Не определено,Мобайл,no,yes,7,2,0,0,0,0,0
2020-04-29,eLama,cpc,Не определено,Не определено,no,no,0,1,0,0,0,1,2116
2020-03-17,other,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-01-15,cityads,cpa,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-01-14,facebook,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-09-28,bing,organic,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-02-03,facebook,social,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-07-30,yandex,cpc,Доставки нет,Мобайл,yes,no,2,1,0,0,7,0,0
2020-01-03,sailplay,email,Не определено,Мобайл,no,no,1,1,0,0,2,0,0
2020-08-05,cityads,cpa,Доставка есть,Десктоп,yes,yes,37,1,0,0,9,0,0
2020-02-01,actionpay,cpa,Не определено,Мобайл,no,no,2,1,0,0,0,0,0
2020-06-24,cityads,cpa,Не определено,Не определено,no,no,6,4,0,0,0,1,1086
2020-02-18,actionpay,cpa,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-02-29,newsletter,email,Не определено,Мобайл,yes,no,2,2,0,0,0,0,0
2020-01-04,google,cpc,Не определено,Не определено,yes,no,2,2,0,0,0,0,0
2020-03-31,yandex,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-06-28,cityads,cpa,Не определено,Мобайл,no,yes,2,1,0,0,0,0,0
2020-05-05,promo,email,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-03-12,vk,social,Не определено,Мобайл,yes,no,1,1,0,0,0,0,0
2020-03-25,google,organic,Не определено,Не определено,yes,yes,13,2,0,0,0,0,0
2020-07-03,opmcpa,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-06-22,other,cpc,Не определено,Мобайл,yes,no,2,2,0,0,0,0,0
2020-06-22,eLama,cpc,Не определено,Десктоп,no,yes,2,2,0,0,0,0,0
2020-04-24,vk,social,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-06-18,actionpay,cpa,Не определено,Не определено,no,no,0,1,0,0,0,1,1018
2020-06-09,promo,email,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-03-26,admitad,cpa,Доставка есть,Мобайл,no,no,4,1,0,0,2,1,894
2020-06-12,(direct),(none),Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-05-08,admitad,cpa,Не определено,Мобайл,no,yes,10,1,0,0,3,1,734
2020-01-27,eLama,cpc,Не определено,Мобайл,no,yes,3,2,0,0,0,0,0
2020-01-14,advertise,cpa,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-08-16,other,cpc,Не определено,Мобайл,yes,no,2,1,0,0,6,0,0
2020-01-23,other,organic,Не определено,Не определено,no,no,0,1,0,0,0,1,1198
2020-04-20,(direct),(none),Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-01-31,other,organic,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-07,other,organic,Не определено,Мобайл,no,no,7,3,0,0,0,0,0
2020-05-29,eLama,cpc,Не определено,Не определено,no,no,0,2,0,0,0,2,2355
2020-06-06,other,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-05-24,other,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-02-06,google,organic,Не определено,Не определено,yes,yes,0,1,0,0,0,0,0
2020-09-22,other,cpa,Не определено,Мобайл,no,yes,11,3,0,0,0,0,0
2020-08-06,eLama,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-02-02,cityads,cpa,Доставка есть,Десктоп,no,no,2,1,0,0,4,1,1746
2020-02-11,other,cpc,Не определено,Десктоп,no,no,3,3,0,0,0,0,0
2020-02-03,other,organic,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-02,bing,organic,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-03-13,google,cpc,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-05-01,opmcpa,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-05-05,facebook,social,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-06-26,vk,social,Не определено,Десктоп,yes,yes,2,1,0,0,0,0,0
2020-01-26,cityads,cpa,Не определено,Десктоп,yes,no,9,1,0,0,5,1,918
2020-09-01,other,cpc,Не определено,Десктоп,no,yes,3,1,0,0,0,0,0
2020-03-14,google,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-05-04,google,cpc,Не определено,Не определено,yes,no,1,4,0,0,0,0,0
2020-04-25,eLama,cpc,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-09-12,promo,email,Не определено,Не определено,no,no,7,2,0,0,0,0,0
2020-03-05,opmcpa,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-03-05,actionpay,cpa,Доставка есть,Десктоп,yes,no,12,1,0,0,3,1,908
2020-09-27,bing,organic,Не определено,Мобайл,yes,no,13,1,0,0,0,0,0
2020-05-14,yandex,organic,Доставки нет,Мобайл,yes,no,4,1,0,0,7,0,0
2020-08-10,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-01-11,facebook,social,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-07-05,vk,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-03-17,yandex,organic,Доставки нет,Мобайл,no,no,2,1,0,0,6,0,0
2020-03-11,google,organic,Не определено,Не определено,no,yes,24,3,0,0,0,0,0
2020-02-17,eLama,cpc,Не определено,Не определено,no,no,2,2,0,0,0,0,0
2020-09-28,admitad,cpa,Доставки нет,Десктоп,yes,no,13,1,0,0,13,0,0
2020-01-07,facebook,social,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-02-04,bing,organic,Не определено,Мобайл,no,no,2,1,0,0,0,0,0
2020-01-25,admitad,cpa,Не определено,Не определено,no,no,2,2,0,0,0,0,0
2020-09-16,baidu,organic,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-08-18,newsletter,email,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-06-24,actionpay,cpa,Не определено,Мобайл,yes,no,3,1,0,0,1,0,0
2020-04-21,eLama,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-05-22,instagram,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-08-27,newsletter,email,Не определено,Не определено,no,no,0,1,0,0,0,1,999
2020-03-02,yandex,cpc,Не определено,Не определено,yes,no,2,2,0,0,0,0,0
2020-06-14,eLama,cpc,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-08-07,bing,organic,Не определено,Десктоп,yes,no,4,2,0,0,8,1,1166
2020-02-27,facebook,social,Не определено,Мобайл,no,no,3,3,0,0,0,0,0
2020-07-18,admitad,cpa,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-08-14,cityads,cpa,Не определено,Мобайл,no,yes,8,1,0,0,0,0,0
2020-02-20,eLama,cpc,Не определено,Не определено,no,no,0,1,0,0,0,1,709
2020-08-18,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-01-31,bing,organic,Не определено,Мобайл,yes,no,2,1,0,0,0,0,0
2020-01-13,cityads,cpa,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-04-02,DuckDuckGo,organic,Не определено,Не определено,no,no,4,1,0,0,0,0,0
2020-05-11,google,cpc,Не определено,Не определено,no,yes,1,1,0,0,0,0,0
2020-09-03,mytarget,organic,Не определено,Мобайл,no,yes,4,1,0,0,0,0,0
2020-06-02,google,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-09-10,DuckDuckGo,organic,Не определено,Мобайл,no,no,3,2,0,0,0,0,0
2020-08-27,co-promo,email,Не определено,Не определено,no,no,2,2,0,0,0,0,0
2020-04-17,advertise,cpa,Не определено,Не определено,no,no,0,1,0,0,0,1,1968
2020-07-29,facebook,social,Не определено,Мобайл,no,no,4,4,0,0,0,0,0
2020-01-29,sailplay,email,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-06-13,other,cpc,Не определено,Не определено,no,no,0,3,0,0,0,1,954
2020-01-20,opmcpa,cpa,Не определено,Десктоп,yes,no,9,1,0,0,5,1,1278
2020-09-06,cityads,cpa,Не определено,Мобайл,no,yes,14,4,0,0,0,0,0
2020-07-27,google,cpc,Не определено,Десктоп,no,yes,2,1,0,0,0,0,0
2020-06-09,admitad,cpa,Доставки нет,Мобайл,no,no,0,1,0,0,3,0,0
2020-08-11,bing,organic,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-02-22,mytarget,cpc,Не определено,Десктоп,no,no,2,1,0,0,0,0,0
2020-07-11,vk,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-05-09,other,organic,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-08-03,google,organic,Доставки нет,Мобайл,yes,no,4,1,0,0,3,0,0
2020-04-16,google,cpc,Не определено,Не определено,yes,no,2,1,0,0,0,0,0
2020-02-27,opmcpa,cpa,Не определено,Десктоп,no,no,2,1,0,0,0,0,0
2020-09-28,vk,cpc,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-10,cityads,cpa,Доставки нет,Мобайл,yes,no,12,1,0,0,3,1,585
2020-01-08,actionpay,cpa,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-08-09,cityads,cpa,Доставка есть,Десктоп,yes,yes,9,1,0,0,3,1,1786
2020-09-05,vk,social,Не определено,Не определено,no,no,2,1,0,0,0,0,0
2020-05-29,cityads,cpa,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-09-03,cityads,cpa,Не определено,Мобайл,no,yes,18,1,0,0,0,0,0
2020-07-01,opmcpa,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-02-06,eLama,cpc,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-08-27,DuckDuckGo,organic,Не определено,Мобайл,no,no,18,5,0,0,0,0,0
2020-03-11,actionpay,cpa,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-07-16,google,organic,Не определено,Не определено,yes,yes,0,1,0,0,0,0,0
2020-01-07,mytarget,social,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-04-13,actionpay,cpa,Не определено,Мобайл,yes,no,10,2,0,0,0,0,0
2020-01-16,advertise,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-05-08,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-07-15,(direct),(none),Не определено,Не определено,no,yes,0,2,0,0,0,0,0
2020-08-03,other,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-07-13,google,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-09-28,bing,organic,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-07-03,other,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-05-26,admitad,cpa,Не определено,Не определено,yes,no,2,1,0,0,0,0,0
2020-07-12,bing,organic,Не определено,Мобайл,no,no,2,1,0,0,0,0,0
2020-02-18,admitad,cpa,Не определено,Мобайл,no,yes,3,1,0,0,0,0,0
2020-09-02,admitad,cpa,Не определено,Мобайл,no,yes,3,1,0,0,0,0,0
2020-01-16,other,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-03-13,newsletter,email,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-03-13,bing,organic,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-03-20,advertise,cpa,Не определено,Не определено,no,no,0,1,0,0,0,1,1844
2020-03-12,(direct),(none),Не определено,Не определено,yes,no,1,8,0,0,0,0,0
2020-04-01,bing,organic,Не определено,Десктоп,no,no,3,2,0,0,0,0,0
2020-02-23,mytarget,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-06-07,opmcpa,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-08-20,yandex,organic,Доставки нет,Десктоп,yes,no,8,1,0,0,4,0,0
2020-03-25,DuckDuckGo,organic,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-05-16,(direct),(none),Не определено,Не определено,yes,no,0,5,0,0,0,0,0
2020-04-03,google,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-03-08,other,email,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-05-17,newsletter,email,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-02-15,yandex,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-02-21,actionpay,cpa,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-05-04,other,organic,Не определено,Десктоп,no,no,4,2,0,0,0,0,0
2020-09-12,vk,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-04-25,instagram,cpc,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-04-25,youtube,cpc,Не определено,Мобайл,yes,no,1,1,0,0,0,0,0
2020-02-16,eLama,cpc,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-06-28,eLama,cpc,Не определено,Десктоп,yes,yes,1,1,0,0,0,0,0
2020-03-30,opmcpa,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-01-26,other,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-07-02,bing,organic,Не определено,Мобайл,no,no,3,2,0,0,0,0,0
2020-09-18,promo,email,Не определено,Мобайл,yes,no,1,1,0,0,0,0,0
2020-07-19,cityads,cpa,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-08-14,cityads,cpa,Не определено,Не определено,yes,no,3,1,0,0,0,0,0
2020-07-31,cityads,cpa,Не определено,Не определено,yes,no,8,4,0,0,0,0,0
2020-04-27,opmcpa,cpa,Не определено,Мобайл,no,no,3,1,0,0,0,0,0
2020-02-16,DuckDuckGo,organic,Не определено,Десктоп,no,no,4,2,0,0,0,0,0
2020-03-12,facebook,social,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-03-14,advertise,cpa,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-04,yandex,cpc,Не определено,Не определено,yes,no,3,5,0,0,0,0,0
2020-08-15,yandex,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-03-31,advertise,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-05-13,other,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-05-25,other,organic,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-09-14,actionpay,cpa,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-07-17,google,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-01-27,yandex,organic,Не определено,Не определено,yes,no,0,3,0,0,0,0,0
2020-01-09,instagram,cpc,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-02-19,yandex,cpc,Не определено,Не определено,no,yes,12,2,0,0,0,0,0
2020-02-09,other,organic,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-04-02,eLama,cpc,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-08-17,co-promo,email,Не определено,Не определено,no,yes,9,1,0,0,0,0,0
2020-02-12,cityads,cpa,Доставка есть,Десктоп,yes,no,13,1,0,0,3,1,1598
2020-03-26,cityads,cpa,Не определено,Мобайл,no,yes,2,1,0,0,0,0,0
2020-04-07,bing,organic,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-07-04,vk,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-01-10,google,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-01-10,other,cpc,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-07-21,eLama,cpc,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-01-30,DuckDuckGo,organic,Не определено,Десктоп,no,no,4,3,0,0,0,0,0
2020-03-11,admitad,cpa,Доставка есть,Мобайл,no,no,5,1,0,0,3,1,788
2020-07-18,other,cpc,Не определено,Не определено,no,no,0,1,0,0,0,0,0
2020-04-08,yandex,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-05-15,vk,social,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-09-16,google,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-08-30,bing,organic,Не определено,Десктоп,no,no,2,1,0,0,0,0,0
2020-04-14,(direct),(none),Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-03-20,other,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-09-22,co-promo,email,Доставка есть,Мобайл,no,no,18,1,0,0,0,0,0
2020-08-03,vk,social,Не определено,Десктоп,no,no,2,1,0,0,0,0,0
2020-01-10,actionpay,cpa,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-09-29,promo,email,Не определено,Десктоп,no,yes,5,1,0,0,0,0,0
2020-08-12,instagram,social,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-06-05,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-01-19,advertise,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-08-18,mytarget,cpc,Не определено,Мобайл,no,no,2,1,0,0,0,0,0
2020-09-02,promo,email,Не определено,Мобайл,no,no,3,1,0,0,0,0,0
2020-03-01,newsletter,email,Не определено,Десктоп,no,no,3,2,0,0,0,0,0
2020-04-30,newsletter,email,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-06-07,newsletter,email,Не определено,Мобайл,yes,yes,1,1,0,0,0,0,0
2020-07-11,newsletter,email,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-02-03,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-02-01,opmcpa,cpa,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-02-20,other,cpc,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-30,newsletter,email,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-03-07,vk,cpc,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-06-26,actionpay,cpa,Не определено,Десктоп,no,no,5,3,0,0,0,0,0
2020-06-11,cityads,cpa,Доставка есть,Десктоп,no,no,8,1,0,0,4,1,1297
2020-08-19,DuckDuckGo,organic,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-07-15,DuckDuckGo,organic,Не определено,Мобайл,no,no,6,4,0,0,2,0,0
2020-04-29,admitad,cpa,Не определено,Не определено,yes,no,1,1,0,0,0,0,0
2020-06-01,cityads,cpa,Не определено,Мобайл,no,yes,4,1,0,0,0,0,0
2020-04-16,DuckDuckGo,organic,Не определено,Десктоп,no,no,3,2,0,0,0,0,0
2020-02-17,facebook,social,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-09-30,newsletter,email,Не определено,Десктоп,no,no,4,3,0,0,0,0,0
2020-02-10,other,organic,Не определено,Десктоп,no,yes,1,1,0,0,0,0,0
2020-02-19,(direct),(none),Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-01-03,newsletter,email,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-07-25,admitad,cpa,Не определено,Не определено,yes,no,0,2,0,0,0,0,0
2020-07-25,other,organic,Не определено,Десктоп,no,no,1,1,0,0,0,0,0
2020-09-04,cityads,cpa,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-04-12,DuckDuckGo,organic,Не определено,Мобайл,no,no,3,3,0,0,0,0,0
2020-02-14,facebook,social,Не определено,Мобайл,no,yes,3,2,0,0,0,0,0
2020-05-25,vk,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-07-28,DuckDuckGo,organic,Не определено,Десктоп,no,no,5,1,0,0,0,0,0
2020-06-15,other,cpc,Не определено,Не определено,no,no,0,3,0,0,0,0,0
2020-03-24,admitad,cpa,Доставки нет,Десктоп,yes,no,5,1,0,0,4,1,894
2020-02-17,other,organic,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-02-26,other,organic,Не определено,Десктоп,no,no,4,3,0,0,0,0,0
2020-05-30,admitad,cpa,Не определено,Не определено,no,yes,2,1,0,0,0,0,0
2020-09-08,promo,email,Не определено,Десктоп,no,no,2,1,0,0,0,0,0
2020-04-10,opmcpa,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-03-20,actionpay,cpa,Не определено,Десктоп,no,yes,7,1,0,0,0,0,0
2020-06-28,DuckDuckGo,organic,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-07-08,co-promo,email,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-05-12,admitad,cpa,Не определено,Не определено,no,yes,11,1,0,0,0,0,0
2020-03-04,(direct),(none),Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-06-13,vk,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-07-16,opmcpa,cpa,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-01-12,bing,organic,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-04-08,other,cpc,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-08-24,eLama,cpc,Не определено,Не определено,no,no,0,1,0,0,0,1,839
2020-03-16,DuckDuckGo,organic,Не определено,Мобайл,yes,no,2,1,0,0,0,0,0
2020-08-18,other,cpc,Не определено,Десктоп,no,no,2,2,0,0,0,0,0
2020-02-18,google,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-09-04,vk,social,Не определено,Десктоп,no,no,3,2,0,0,0,0,0
2020-06-09,cityads,cpa,Доставка есть,Десктоп,no,no,4,1,0,0,9,1,749
2020-02-22,advertise,cpa,Не определено,Не определено,no,no,0,1,0,0,0,1,1328
2020-04-10,google,cpc,Не определено,Не определено,no,yes,43,2,0,0,0,0,0
2020-04-03,bing,organic,Не определено,Мобайл,no,no,2,1,0,0,0,0,0
2020-09-12,co-promo,email,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-03-23,DuckDuckGo,organic,Не определено,Десктоп,yes,no,1,1,0,0,0,0,0
2020-04-20,instagram,social,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-09-05,vk,cpc,Не определено,Мобайл,yes,no,13,4,0,0,0,0,0
2020-06-24,other,email,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-05-29,google,organic,Не определено,Не определено,no,yes,9,2,0,0,0,0,0
2020-06-07,vk,social,Не определено,Не определено,no,no,1,1,0,0,0,0,0
2020-05-01,promo,email,Не определено,Не определено,no,yes,1,1,0,0,0,0,0
2020-04-01,admitad,cpa,Доставка есть,Мобайл,no,no,11,2,0,0,5,2,1437
2020-02-15,eLama,cpc,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
2020-01-26,other,email,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-05-12,eLama,cpc,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-08-27,bing,organic,Не определено,Мобайл,no,no,3,2,0,0,0,0,0
2020-03-04,yandex,organic,Не определено,Не определено,no,yes,24,2,0,0,0,0,0
2020-01-22,sailplay,email,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-08-02,eLama,cpc,Не определено,Не определено,no,no,2,1,0,0,0,0,0
2020-07-10,admitad,cpa,Не определено,Не определено,yes,no,0,2,0,0,0,0,0
2020-09-29,facebook,social,Не определено,Десктоп,no,no,4,1,0,0,0,0,0
2020-02-03,newsletter,email,Не определено,Не определено,no,no,3,1,0,0,0,0,0
2020-07-18,promo,email,Доставка есть,Десктоп,no,no,11,1,0,0,0,0,0
2020-02-04,eLama,cpc,Не определено,Мобайл,no,yes,1,1,0,0,0,0,0
2020-03-16,vk,social,Не определено,Мобайл,yes,no,2,2,0,0,0,0,0
2020-01-13,mytarget,social,Не определено,Мобайл,no,no,1,1,0,0,0,0,0
2020-07-31,admitad,cpa,Не определено,Не определено,yes,no,0,1,0,0,0,0,0
2020-04-05,actionpay,cpa,Не определено,Мобайл,yes,yes,3,2,0,0,0,0,0
2020-09-13,bing,organic,Не определено,Мобайл,no,no,2,2,0,0,0,0,0
2020-04-10,yandex,organic,Не определено,Не определено,no,yes,0,1,0,0,0,0,0
